# The FIX protocol as the terms an electronic-trading system writes, read from FIX
# Orchestra, the FIX Trading Community's machine-readable statement of FIX Latest. A FIX
# engine declares these names directly — quickfixj states a class per field — and most are
# phrases of more than one word, which is why the vocabulary is worth matching: a phrase is
# what a repository outside the domain does not hit by accident.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# kind is what Orchestra states each name as: the five sections, the categories each
# section holds, the messages, components and repeating groups each category holds, and
# the fields. broader is the stated section or category, and module is the section that
# category sits in. A field states no category of its own: Orchestra places it through the
# messages, components and groups that name it, so a field sits under the deepest concept
# all of them sit under — their one category, or the section several categories share, and
# nothing where they share nothing.
# altLabel is the publisher's own abbreviated name where it states one; definition joins
# the stated documentations in the publisher's order. NOT CARRIED, and said outright:
# datatypes and code sets — a datatype is a value format and a code set an enumeration of
# values, and neither is a subject a declared name can be about.
#
# Source: OrchestraFIXLatest.xml in the FIX Trading Community's own orchestrations
#   repository, at https://github.com/FIXTradingCommunity/orchestrations/tree/099914dd0edd49a699326f0441776d6e21cfaf93,
#   pinned by the blob id that revision holds:
#   89da6b99e88717960e48b0279cd844d4fc3e89b2.
# Licence: Apache-2.0, stated in the publisher's own LICENSE file at that revision.
# Generated by FixTermsExtraction: 7170 concepts.
http://fixprotocol.io/2020/orchestra/repository#category/AccountReporting	AccountReporting		PostTrade	category		Account Reporting	
http://fixprotocol.io/2020/orchestra/repository#category/Allocation	Allocation		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/Application	Application		Infrastructure	category			
http://fixprotocol.io/2020/orchestra/repository#category/BusinessReject	BusinessReject		Infrastructure	category			
http://fixprotocol.io/2020/orchestra/repository#category/CollateralManagement	CollateralManagement		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/Common	Common			category			
http://fixprotocol.io/2020/orchestra/repository#category/Confirmation	Confirmation		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/CrossOrders	CrossOrders		Trade	category			
http://fixprotocol.io/2020/orchestra/repository#category/EventCommunication	EventCommunication		PreTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/Fields	Fields			category			
http://fixprotocol.io/2020/orchestra/repository#category/ImplFields	ImplFields			category			
http://fixprotocol.io/2020/orchestra/repository#category/Indication	Indication		PreTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/MarginRequirementManagement	MarginRequirementManagement		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/MarketData	MarketData		PreTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/MarketStructureReferenceData	MarketStructureReferenceData		PreTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/MultilegOrders	MultilegOrders		Trade	category			
http://fixprotocol.io/2020/orchestra/repository#category/Network	Network		Infrastructure	category			
http://fixprotocol.io/2020/orchestra/repository#category/OrderMassHandling	OrderMassHandling		Trade	category			
http://fixprotocol.io/2020/orchestra/repository#category/PartiesAction	PartiesAction		PreTrade	category		The PartiesAction category of messages is a set of messages that are used to take an action on party information as a result of risk management decisions made during the trading day.	
http://fixprotocol.io/2020/orchestra/repository#category/PartiesReferenceData	PartiesReferenceData		PreTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/PayManagement	PayManagement		PostTrade	category		Messages used to initiate and confirm expected or future payments to be made or received related to servicing of contracts or transactions after trade settlement. These messages are not intended to instruct or initiate remittance of funds transfers with banks.	
http://fixprotocol.io/2020/orchestra/repository#category/PositionMaintenance	PositionMaintenance		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/ProgramTrading	ProgramTrading		Trade	category			
http://fixprotocol.io/2020/orchestra/repository#category/QuotationNegotiation	QuotationNegotiation		PreTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/RegistrationInstruction	RegistrationInstruction		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/SecuritiesReferenceData	SecuritiesReferenceData		PreTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/Session	Session		Session	category			
http://fixprotocol.io/2020/orchestra/repository#category/SettlementInstruction	SettlementInstruction		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/SettlementStatusManagement	SettlementStatusManagement		PostTrade	category		Messages used to request for or communicate securities settlement status once the settlement process has been initiated via existing industry norms. These messages are not intended to instruct or initiate securities settlement process.	
http://fixprotocol.io/2020/orchestra/repository#category/SingleGeneralOrderHandling	SingleGeneralOrderHandling		Trade	category			
http://fixprotocol.io/2020/orchestra/repository#category/Testing	Testing		PreTrade	category		Messages used to request for or communicate information related to testing, e.g. algorithmic trading and related testing. | Algorithmic trading is subject to regulatory requirements in many jurisdictions, e.g. in Europe as defined by MiFIR. Investment firms engaged in algorithmic trading with venues may be required to certify their algos and provide the certificate information to the venue. This includes the provision of detailed information related to the algorithm and how it has been tested. The messages in this category support such certification and also interaction between algo systems and test systems both for testing and certification. The messages may also be used internally to exchange and update information on algos and test suites that will eventually be certified internally by the authorized person and subsequently provided to the venues.	
http://fixprotocol.io/2020/orchestra/repository#category/TradeCapture	TradeCapture		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/TradeManagement	TradeManagement		PostTrade	category			
http://fixprotocol.io/2020/orchestra/repository#category/UserManagement	UserManagement		Infrastructure	category			
http://fixprotocol.io/2020/orchestra/repository#component/ApplicationSequenceControl	ApplicationSequenceControl	ApplSeqCtrl	Common	component		The ApplicationSequenceControl is used for application sequencing and recovery. Consisting of ApplSeqNum (1181), ApplID (1180), ApplLastSeqNum (1350), and ApplResendFlag (1352), FIX application messages that carries this component block will be able to use application level sequencing. ApplID, ApplSeqNum and ApplLastSeqNum fields identify the application id, application sequence number and the previous application sequence number (in case of intentional gaps) on each application message that carries this block.	
http://fixprotocol.io/2020/orchestra/repository#component/AveragePriceDetail	AveragePriceDetail	AvgPxDetl	Common	component		The AveragePriceDetail component provides average pricing details in a trade report, including the average pricing model and the start and end times of averaging period.	
http://fixprotocol.io/2020/orchestra/repository#component/BaseTradingRules	BaseTradingRules	BaseTrdgRules	Common	component		Trading rules that are applicable to a market, market segment or individual security independent of a trading session.	
http://fixprotocol.io/2020/orchestra/repository#component/CashSettlDate	CashSettlDate	SettlDt	Common	component		The CashSettlDate component is a subcomponent within the CashSettlTermGrp component used to report the cash settlement date defined in the settlement provision.	
